# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1756       5.410055082703e-11       1.021853351435e-12      -2.948245256233e-12       0.000000000000e+00       6.295755147017e-16       1.069846251501e-17       1.022360512129e-17 
 1757       5.404950226115e-11       1.013041272571e-12      -2.901949172710e-12       0.000000000000e+00       6.281318387959e-16       1.089304539998e-17       9.929585162142e-18 
 1758       5.399549450026e-11       1.004499125415e-12      -2.855497861388e-12       0.000000000000e+00       6.266922526203e-16       1.109201475889e-17       9.636146471028e-18 
 1759       5.393852715769e-11       9.962282809382e-13      -2.808911768310e-12       0.000000000000e+00       6.252567420384e-16       1.129559233384e-17       9.343313058559e-18 
 1760       5.387859987785e-11       9.882301130325e-13      -2.762211433462e-12       0.000000000000e+00       6.238252927685e-16       1.150400082766e-17       9.051109032458e-18 
 1761       5.381571233634e-11       9.805059985187e-13      -2.715417490907e-12       0.000000000000e+00       6.223978903831e-16       1.171746390525e-17       8.759558597688e-18 
 1762       5.374986423997e-11       9.730573171465e-13      -2.668550668913e-12       0.000000000000e+00       6.209745203091e-16       1.193620619492e-17       8.468686056587e-18 
 1763       5.368105532684e-11       9.658854515973e-13      -2.621631790094e-12       0.000000000000e+00       6.195551678271e-16       1.216045328976e-17       8.178515808993e-18 
 1764       5.360928536642e-11       9.589917874869e-13      -2.574681771538e-12       0.000000000000e+00       6.181398180714e-16       1.239043174893e-17       7.889072352380e-18 
 1765       5.353455415955e-11       9.523777133679e-13      -2.527721624943e-12       0.000000000000e+00       6.167284560299e-16       1.262636909905e-17       7.600380281987e-18 
 1766       5.345686153856e-11       9.460446207327e-13      -2.480772456751e-12       0.000000000000e+00       6.153210665434e-16       1.286849383553e-17       7.312464290950e-18 
 1767       5.337620736729e-11       9.399939040153e-13      -2.433855468282e-12       0.000000000000e+00       6.139176343056e-16       1.311703542390e-17       7.025349170430e-18 
 1768       5.329259154117e-11       9.342269605946e-13      -2.386991955866e-12       0.000000000000e+00       6.125181438631e-16       1.337222430116e-17       6.739059809749e-18 
 1769       5.320601398728e-11       9.287451907962e-13      -2.340203310977e-12       0.000000000000e+00       6.111225796145e-16       1.363429187713e-17       6.453621196516e-18 
 1770       5.311647466438e-11       9.235499978958e-13      -2.293511020369e-12       0.000000000000e+00       6.097309258109e-16       1.390347053578e-17       6.169058416761e-18 
 1771       5.302397356301e-11       9.186427881209e-13      -2.246936666206e-12       0.000000000000e+00       6.083431665550e-16       1.417999363660e-17       5.885396655063e-18 
 1772       5.292851070553e-11       9.140249706538e-13      -2.200501926199e-12       0.000000000000e+00       6.069592858012e-16       1.446409551589e-17       5.602661194684e-18 
 1773       5.283008614616e-11       9.096979576343e-13      -2.154228573737e-12       0.000000000000e+00       6.055792673554e-16       1.475601148817e-17       5.320877417700e-18 
 1774       5.272869997109e-11       9.056631641617e-13      -2.108138478023e-12       0.000000000000e+00       6.042030948744e-16       1.505597784746e-17       5.040070805129e-18 
 1775       5.262435908534e-11       9.019213498636e-13      -2.062252062627e-12       0.000000000000e+00       6.028307530684e-16       1.536416891966e-17       4.760265201401e-18 
 1776       5.251709763464e-11       8.984706376600e-13      -2.016583666980e-12       0.000000000000e+00       6.014622313184e-16       1.568050764941e-17       4.481477591853e-18 
 1777       5.240695675204e-11       8.953084786713e-13      -1.971146146909e-12       0.000000000000e+00       6.000975200880e-16       1.600485345441e-17       4.203723282440e-18 
 1778       5.229397778667e-11       8.924323091469e-13      -1.925952412816e-12       0.000000000000e+00       5.987366097235e-16       1.633706503161e-17       3.927017631557e-18 
 1779       5.217820230404e-11       8.898395504433e-13      -1.881015429758e-12       0.000000000000e+00       5.973794904535e-16       1.667700035616e-17       3.651376050101e-18 
 1780       5.205967208636e-11       8.875276090011e-13      -1.836348217519e-12       0.000000000000e+00       5.960261523890e-16       1.702451668039e-17       3.376814001539e-18 
 1781       5.193842913287e-11       8.854938763230e-13      -1.791963850685e-12       0.000000000000e+00       5.946765855231e-16       1.737947053271e-17       3.103347001971e-18 
 1782       5.181451566015e-11       8.837357289507e-13      -1.747875458721e-12       0.000000000000e+00       5.933307797307e-16       1.774171771658e-17       2.830990620193e-18 
 1783       5.168797410245e-11       8.822505284427e-13      -1.704096226044e-12       0.000000000000e+00       5.919887247682e-16       1.811111330946e-17       2.559760477767e-18 
 1784       5.155884711197e-11       8.810356213518e-13      -1.660639392098e-12       0.000000000000e+00       5.906504102737e-16       1.848751166176e-17       2.289672249081e-18 
 1785       5.142717755922e-11       8.800883392026e-13      -1.617518251433e-12       0.000000000000e+00       5.893158257662e-16       1.887076639577e-17       2.020741661417e-18 
 1786       5.129300853331e-11       8.794059984686e-13      -1.574746153772e-12       0.000000000000e+00       5.879849606460e-16       1.926073040461e-17       1.752984495014e-18 
 1787       5.115638334231e-11       8.789859005503e-13      -1.532336504095e-12       0.000000000000e+00       5.866578041941e-16       1.965725585119e-17       1.486416583133e-18 
 1788       5.101734551349e-11       8.788253317522e-13      -1.490302762708e-12       0.000000000000e+00       5.853343455720e-16       2.006019416714e-17       1.221053812123e-18 
 1789       5.087593879371e-11       8.789215632603e-13      -1.448658445318e-12       0.000000000000e+00       5.840145738217e-16       2.046939605177e-17       9.569121214864e-19 
 1790       5.073220714971e-11       8.792718511201e-13      -1.407417123113e-12       0.000000000000e+00       5.826984778653e-16       2.088471147101e-17       6.940075039401e-19 
 1791       5.058619476843e-11       8.798734362133e-13      -1.366592422831e-12       0.000000000000e+00       5.813860465051e-16       2.130598965635e-17       4.323560054847e-19 
 1792       5.043794605732e-11       8.807235442358e-13      -1.326198026841e-12       0.000000000000e+00       5.800772684228e-16       2.173307910382e-17       1.719737254673e-19 
 1793       5.028750564466e-11       8.818193856752e-13      -1.286247673211e-12       0.000000000000e+00       5.787721321799e-16       2.216582757287e-17      -8.712318335320e-20 
 1794       5.013491837990e-11       8.831581557880e-13      -1.246755155789e-12       0.000000000000e+00       5.774706262172e-16       2.260408208539e-17      -3.449185147415e-19 
 1795       4.998022933395e-11       8.847370345772e-13      -1.207734324276e-12       0.000000000000e+00       5.761727388547e-16       2.304768892461e-17      -6.013960089208e-19 
 1796       4.982348379950e-11       8.865531867698e-13      -1.169199084299e-12       0.000000000000e+00       5.748784582912e-16       2.349649363407e-17      -8.565393525079e-19 
 1797       4.966472729135e-11       8.886037617944e-13      -1.131163397490e-12       0.000000000000e+00       5.735877726043e-16       2.395034101655e-17      -1.110332178448e-18 
 1798       4.950400554673e-11       8.908858937585e-13      -1.093641281556e-12       0.000000000000e+00       5.723006697501e-16       2.440907513302e-17      -1.362758065952e-18 
 1799       4.934136452560e-11       8.933967014258e-13      -1.056646810360e-12       0.000000000000e+00       5.710171375630e-16       2.487253930160e-17      -1.613800540428e-18 
 1800       4.917685041099e-11       8.961332881943e-13      -1.020194113991e-12       0.000000000000e+00       5.697371637556e-16       2.534057609649e-17      -1.863443073418e-18 
 1801       4.901050960928e-11       8.990927420731e-13      -9.842973788397e-13       0.000000000000e+00       5.684607359182e-16       2.581302734692e-17      -2.111669082536e-18 
 1802       4.884238875056e-11       9.022721356604e-13      -9.489708476766e-13       0.000000000000e+00       5.671878415190e-16       2.628973413612e-17      -2.358461931398e-18 
 1803       4.867253468895e-11       9.056685261205e-13      -9.142288197241e-13       0.000000000000e+00       5.659184679034e-16       2.677053680022e-17      -2.603804929559e-18 
 1804       4.850099450287e-11       9.092789551618e-13      -8.800856507322e-13       0.000000000000e+00       5.646526022944e-16       2.725527492725e-17      -2.847681332453e-18 
 1805       4.832781549538e-11       9.131004490139e-13      -8.465557530539e-13       0.000000000000e+00       5.633902317919e-16       2.774378735603e-17      -3.090074341318e-18 
 1806       4.815304519454e-11       9.171300184051e-13      -8.136535957201e-13       0.000000000000e+00       5.621313433725e-16       2.823591217516e-17      -3.330967103142e-18 
 1807       4.797673135365e-11       9.213646585401e-13      -7.813937045141e-13       0.000000000000e+00       5.608759238897e-16       2.873148672198e-17      -3.570342710591e-18 
 1808       4.779892195164e-11       9.258013490773e-13      -7.497906620473e-13       0.000000000000e+00       5.596239600733e-16       2.923034758144e-17      -3.808184201946e-18 
 1809       4.761966519334e-11       9.304370541065e-13      -7.188591078336e-13       0.000000000000e+00       5.583754385293e-16       2.973233058513e-17      -4.044474561038e-18 
 1810       4.743900950982e-11       9.352687221260e-13      -6.886137383649e-13       0.000000000000e+00       5.571303457398e-16       3.023727081018e-17      -4.279196717186e-18 
 1811       4.725700355870e-11       9.402932860203e-13      -6.590693071858e-13       0.000000000000e+00       5.558886680628e-16       3.074500257823e-17      -4.512333545128e-18 
 1812       4.707369622447e-11       9.455076630377e-13      -6.302406249686e-13       0.000000000000e+00       5.546503917316e-16       3.125535945436e-17      -4.743867864956e-18 
 1813       4.688913661880e-11       9.509087547677e-13      -6.021425595885e-13       0.000000000000e+00       5.534155028552e-16       3.176817424604e-17      -4.973782442057e-18 
 1814       4.670337450510e-11       9.564932303773e-13      -5.747877186067e-13       0.000000000000e+00       5.521839883695e-16       3.228331019346e-17      -5.202061047826e-18 
 1815       4.651646157518e-11       9.622568744542e-13      -5.481794761296e-13       0.000000000000e+00       5.509558389010e-16       3.280075481773e-17      -5.428691651320e-18 
 1816       4.632845018353e-11       9.681952338582e-13      -5.223188898467e-13       0.000000000000e+00       5.497310459263e-16       3.332052682765e-17      -5.653663253225e-18 
 1817       4.613939292434e-11       9.743038339537e-13      -4.972070135066e-13       0.000000000000e+00       5.485096008214e-16       3.384264499716e-17      -5.876964827383e-18 
 1818       4.594934263182e-11       9.805781785796e-13      -4.728448969072e-13       0.000000000000e+00       5.472914948620e-16       3.436712816539e-17      -6.098585320764e-18 
 1819       4.575835238058e-11       9.870137500189e-13      -4.492335858870e-13       0.000000000000e+00       5.460767192236e-16       3.489399523675e-17      -6.318513653438e-18 
 1820       4.556647548589e-11       9.936060089681e-13      -4.263741223148e-13       0.000000000000e+00       5.448652649805e-16       3.542326518104e-17      -6.536738718556e-18 
 1821       4.537376550410e-11       1.000350394507e-12      -4.042675440807e-13       0.000000000000e+00       5.436571231064e-16       3.595495703351e-17      -6.753249382315e-18 
 1822       4.518027623291e-11       1.007242324068e-12      -3.829148850863e-13       0.000000000000e+00       5.424522844738e-16       3.648908989493e-17      -6.968034483938e-18 
 1823       4.498606171172e-11       1.014277193407e-12      -3.623171752357e-13       0.000000000000e+00       5.412507398540e-16       3.702568293172e-17      -7.181082835646e-18 
